id,text,label,prompt,model,date,word_count,readability
902,AI-generated content sample 902: This is an example of text generated by ChatGPT in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,ChatGPT,2023-09-02,24.0,37.950000000000045
903,Human-written text sample 903: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2025-01-20,25.0,49.48400000000001
904,AI-generated content sample 904: This is an example of text generated by ChatGPT in response to the prompt 'Describe how neural networks work.'.,AI-generated,Describe how neural networks work.,ChatGPT,2024-10-17,23.0,40.03782608695653
905,Human-written text sample 905: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2024-02-18,28.0,33.38642857142861
906,Human-written text sample 906: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2024-12-07,25.0,46.10000000000002
907,AI-generated content sample 907: This is an example of text generated by Claude in response to the prompt 'Describe how neural networks work.'.,AI-generated,Describe how neural networks work.,Claude,2024-05-28,23.0,47.39434782608697
908,AI-generated content sample 908: This is an example of text generated by Claude in response to the prompt 'Generate a creative story about machine learning.'.,AI-generated,Generate a creative story about machine learning.,Claude,2025-07-07,25.0,32.56400000000002
909,AI-generated content sample 909: This is an example of text generated by GPT-4 in response to the prompt 'Generate a creative story about machine learning.'.,AI-generated,Generate a creative story about machine learning.,GPT-4,2024-10-26,25.0,29.180000000000007
910,Human-written text sample 910: This is an example of a text written by a human in response to the prompt 'Interview with an AI researcher.'.,Human-written,Interview with an AI researcher.,Human,2024-06-20,25.0,52.86800000000002
911,Human-written text sample 911: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2024-03-09,28.0,33.38642857142861
912,Human-written text sample 912: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2025-01-31,25.0,46.10000000000002
913,AI-generated content sample 913: This is an example of text generated by Bard in response to the prompt 'Generate a creative story about machine learning.'.,AI-generated,Generate a creative story about machine learning.,Bard,2024-01-26,25.0,32.56400000000002
914,AI-generated content sample 914: This is an example of text generated by ChatGPT in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,ChatGPT,2025-07-09,26.0,43.78346153846158
915,AI-generated content sample 915: This is an example of text generated by ChatGPT in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,ChatGPT,2024-02-07,26.0,43.78346153846158
916,AI-generated content sample 916: This is an example of text generated by GPT-4 in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,GPT-4,2024-08-27,26.0,47.037307692307735
917,Human-written text sample 917: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2025-07-11,25.0,49.48400000000001
918,AI-generated content sample 918: This is an example of text generated by Claude in response to the prompt 'Describe how neural networks work.'.,AI-generated,Describe how neural networks work.,Claude,2023-09-27,23.0,47.39434782608697
919,Human-written text sample 919: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2023-10-12,28.0,33.38642857142861
920,AI-generated content sample 920: This is an example of text generated by ChatGPT in response to the prompt 'Generate a creative story about machine learning.'.,AI-generated,Generate a creative story about machine learning.,ChatGPT,2025-03-23,25.0,25.79600000000002
921,Human-written text sample 921: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2023-10-09,25.0,49.48400000000001
922,Human-written text sample 922: This is an example of a text written by a human in response to the prompt 'Interview with an AI researcher.'.,Human-written,Interview with an AI researcher.,Human,2025-05-09,25.0,52.86800000000002
923,Human-written text sample 923: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2023-10-26,28.0,33.38642857142861
924,Human-written text sample 924: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2024-01-26,25.0,49.48400000000001
925,Human-written text sample 925: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2024-09-06,28.0,33.38642857142861
926,AI-generated content sample 926: This is an example of text generated by Claude in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,Claude,2025-04-25,26.0,50.29115384615386
927,AI-generated content sample 927: This is an example of text generated by GPT-4 in response to the prompt 'Describe how neural networks work.'.,AI-generated,Describe how neural networks work.,GPT-4,2025-02-25,23.0,43.716086956521764
